set,goal,success,mode,elapsed_s,had_sorry,verified_ok,cut_off
hol_main_easy,"{(a,b). P} = (if P then UNIV else {})",True,success,9.16,False,True,False
hol_main_easy,{0..Suc n} = insert 0 (Suc ` {0..n}),True,success,9.26,False,True,False
hol_main_easy,{Suc 0..<n} = {..<n} - {0},True,success,9.32,False,True,False
hol_main_easy,{Suc 0..n} = {..n} - {0},True,success,9.15,False,True,False
hol_main_easy,{l..<u+1} = {l..(u::int)},True,success,9.24,False,True,False
hol_main_hard,((P \<longleftrightarrow> Q) \<longleftrightarrow> R) \<longleftrightarrow> (P \<longleftrightarrow> (Q \<longleftrightarrow> R)),True,success,5.99,False,True,False
hol_main_hard,((\<lambda>x. if x \<in> B then c else d) -` A) = (if c \<in> A then (if d \<in> A then UNIV else B) else if d \<in> A then - B else {}),True,success,9.24,False,True,False
hol_main_hard,"(A, B) \<in> max_ext R \<Longrightarrow> (C, D) \<in> max_ext R \<Longrightarrow> (A \<union> C, B \<union> D) \<in> max_ext R",True,success,38.93,False,True,False
hol_main_hard,(LIM x F1. f x :> F2) \<longleftrightarrow> (\<forall>P. eventually P F2 \<longrightarrow> eventually (\<lambda>x. P (f x)) F1),False,sorry_leak,113.68,True,True,False
hol_main_hard,(\<And>a b. x a b \<longrightarrow> y a b) \<Longrightarrow> x\<^sup>*\<^sup>* a b \<longrightarrow> y\<^sup>*\<^sup>* a b,True,success,38.41,False,True,False
hol_main_hard,(\<And>fa y. fa \<in> range f \<Longrightarrow> y \<in> range fa \<Longrightarrow> P y) \<equiv> (\<And>x xa. P (f x xa)),False,sorry_leak,109.67,True,True,False
hol_main_hard,"(\<And>x y. (x, y) \<in> r \<Longrightarrow> (\<And>z. (x, z) \<in> r \<Longrightarrow> y = z)) \<Longrightarrow> single_valued r",True,success,37.36,False,True,False
hol_main_hard,(\<And>x y. Grp P id x y \<Longrightarrow> Grp Q id (f x) (f y)) \<equiv> (\<And>x. x \<in> P \<Longrightarrow> f x \<in> Q),False,sorry_leak,104.84,True,True,False
hol_main_hard,(\<And>x y. x \<in> A \<Longrightarrow> y \<in> A \<Longrightarrow> R x y \<Longrightarrow> \<not> R y x) \<Longrightarrow> asymp_on A R,True,success,7.17,False,True,False
hol_main_hard,(\<And>x y. x \<in> set xs \<Longrightarrow> y \<in> set xs \<Longrightarrow> f y \<circ> f x = f x \<circ> f y) \<Longrightarrow> foldr f xs = fold f xs,True,success,40.85,False,True,False
hol_main_hard,(\<forall>\<^sub>Fx in F. C \<longrightarrow> P x) \<longleftrightarrow> (C \<longrightarrow> (\<forall>\<^sub>Fx in F. P x)),True,success,9.31,False,True,False
hol_main_hard,(\<forall>x. \<not> P x ) \<Longrightarrow> \<not> trivial_limit net \<Longrightarrow> \<not> eventually (\<lambda>x. P x) net,True,success,9.24,False,True,False
hol_main_hard,(\<forall>x. if x = a then P x else Q x) \<longleftrightarrow> P a \<and> (\<forall>x. x\<noteq>a \<longrightarrow> Q x),True,success,9.02,False,True,False
hol_main_hard,"(\<lambda>x y. (x, y) \<in> R) \<sqinter> (\<lambda>x y. (x, y) \<in> S) = (\<lambda>x y. (x, y) \<in> R \<inter> S)",False,sorry_leak,79.44,True,True,False
hol_main_hard,(a::'a::linordered_idom) * c < c \<longleftrightarrow> (0 \<le> c \<longrightarrow> a < 1) \<and> (c \<le> 0 \<longrightarrow> 1 < a),True,success,63.59,False,True,False
hol_main_hard,(a::'a::linordered_ring_strict) * c < b * c \<longleftrightarrow> 0 < c \<and> a < b \<or> c < 0 \<and> b < a,True,success,63.27,False,True,False
hol_main_hard,(a::'a::order) < f b \<Longrightarrow> (b::'b::order) < c \<Longrightarrow> (!!x y. x < y \<Longrightarrow> f x < f y) \<Longrightarrow> a < f c,True,success,15.61,False,True,False
hol_main_hard,(a::'a::order) <= b \<Longrightarrow> f b < (c::'c::order) \<Longrightarrow> (!!x y. x <= y \<Longrightarrow> f x <= f y) \<Longrightarrow> f a < c,True,success,19.35,False,True,False
hol_main_hard,(a::'a::order) <= f b \<Longrightarrow> (b::'b::order) < c \<Longrightarrow> (!!x y. x < y \<Longrightarrow> f x < f y) \<Longrightarrow> a < f c,True,success,15.53,False,True,False
hol_main_hard,(a::'a::order) <= f b \<Longrightarrow> (b::'b::order) <= c \<Longrightarrow> (!!x y. x <= y \<Longrightarrow> f x <= f y) \<Longrightarrow> a <= f c,True,success,19.23,False,True,False
hol_main_hard,(a::'a::semilattice_sup) \<le> c \<Longrightarrow> b \<le> d \<Longrightarrow> a \<squnion> b \<le> c \<squnion> d,False,sorry_leak,113.21,True,True,False
hol_main_hard,(a::'a::semiring_gcd) dvd d \<and> b dvd d \<and> normalize d = d \<and> (\<forall>e. a dvd e \<and> b dvd e \<longrightarrow> d dvd e) \<longleftrightarrow> d = lcm a b,True,success,56.81,False,True,False
hol_main_hard,"(case p of (a, b) \<Rightarrow> c a b) \<Longrightarrow> (\<And>x y. p = (x, y) \<Longrightarrow> c x y \<Longrightarrow> Q) \<Longrightarrow> Q",True,success,7.19,False,True,False
hol_main_hard,(if Q then x else y) = b \<longleftrightarrow> (Q \<longrightarrow> x = b) \<and> (\<not> Q \<longrightarrow> y = b),True,success,9.31,False,True,False
hol_main_hard,"(insert (a,b) r)\<^sup>* = r\<^sup>* \<union> {(x, y). (x, a) \<in> r\<^sup>* \<and> (b, y) \<in> r\<^sup>*}",True,success,50.16,False,True,False
hol_main_hard,"(insert (y, x) r)\<^sup>+ = r\<^sup>+ \<union> {(a, b). (a, y) \<in> r\<^sup>* \<and> (x, b) \<in> r\<^sup>*}",True,success,49.72,False,True,False
hol_main_hard,"(of_int n / of_int m :: 'a :: {division_ring,ring_char_0}) \<in> \<int> \<longleftrightarrow> m = 0 \<or> m dvd n",True,success,67.70,False,True,False
hol_main_hard,"(x, z) \<in> R ^^ Suc n \<Longrightarrow> (\<And>y. (x, y) \<in> R \<Longrightarrow> (y, z) \<in> R ^^ n \<Longrightarrow> P) \<Longrightarrow> P",True,success,63.77,False,True,False
hol_main_hard,"(x,y) \<in> r\<^sup>* \<Longrightarrow> (xs, ys) \<in> (listrel1 r)\<^sup>* \<Longrightarrow> (x # xs, y # ys) \<in> (listrel1 r)\<^sup>*",False,deadline_overrun,123.48,True,True,False
hol_main_hard,(x::'a::bounded_semilattice_sup_bot) \<squnion> y = \<bottom> \<longleftrightarrow> x = \<bottom> \<and> y = \<bottom>,False,sorry_leak,84.54,True,True,False
hol_main_hard,(x::'a::semilattice_inf) \<le> a \<sqinter> b \<Longrightarrow> (x \<le> a \<Longrightarrow> x \<le> b \<Longrightarrow> P) \<Longrightarrow> P,False,deadline_overrun,124.70,False,False,False
hol_main_hard,(xs = [] \<Longrightarrow> P) \<Longrightarrow>(\<And>ys y. xs = ys @ [y] \<Longrightarrow> P) \<Longrightarrow> P,True,success,38.93,False,True,False
hol_main_hard,(y = None \<Longrightarrow> P) \<Longrightarrow> (\<And>a. y = Some a \<Longrightarrow> P) \<Longrightarrow> P,True,success,7.18,False,True,False
hol_main_hard,(y = [] \<Longrightarrow> P) \<Longrightarrow> (\<And>a list. y = a # list \<Longrightarrow> P) \<Longrightarrow> P,True,success,38.74,False,True,False
hol_main_hard,0 \<le> (x::'a::linordered_idom) \<Longrightarrow> 0 \<le> y \<Longrightarrow> y \<le> 1 \<Longrightarrow> y * x \<le> x,True,success,63.27,False,True,False
hol_main_hard,"A \<subseteq> Collect (case_prod (R \<inverse>\<inverse>)) \<Longrightarrow> (%(x, y). (y, x)) ` A \<subseteq> Collect (case_prod R)",True,success,13.14,False,True,False
hol_main_hard,A \<subseteq> insert x B \<longleftrightarrow> (if x \<in> A then A - {x} \<subseteq> B else A \<subseteq> B),True,success,9.14,False,True,False
hol_main_hard,A \<times> B = C \<times> D \<longleftrightarrow> A = C \<and> B = D \<or> (A = {} \<or> B = {}) \<and> (C = {} \<or> D = {}),True,success,7.10,False,True,False
hol_main_hard,Id \<subseteq> s \<Longrightarrow> (r\<^sup>* \<inter> s) O r \<subseteq> s \<Longrightarrow> r\<^sup>* \<subseteq> s,True,success,42.76,False,True,False
hol_main_hard,LIM x inf F (principal {x. P x}). f x :> G \<Longrightarrow> LIM x inf F (principal {x. \<not> P x}). g x :> G \<Longrightarrow> LIM x F. if P x then f x else g x :> G,False,hallucinated_id,120.43,True,True,False
hol_main_hard,Lcm\<^sub>f\<^sub>i\<^sub>n A = 1 \<longleftrightarrow> (\<forall>(a::'a::semiring_gcd)\<in>A. is_unit a) \<and> finite A,False,deadline_overrun,135.11,True,True,False
hol_main_hard,P (a - b) \<longleftrightarrow> \<not> (a < b \<and> \<not> P 0 \<or> (\<exists>d. a = b + d \<and> \<not> P d)),False,deadline_overrun,127.53,True,True,False
hol_main_hard,P1 \<longrightarrow> Q1 \<Longrightarrow> P2 \<longrightarrow> Q2 \<Longrightarrow> (P1 \<and> P2) \<longrightarrow> (Q1 \<and> Q2),True,success,7.13,False,True,False
hol_main_hard,"R O S = Finite_Set.fold (\<lambda>(x,y) A. Finite_Set.fold (\<lambda>(w,z) A'. if y = w then Set.insert (x,z) A' else A') A S) {} R",False,deadline_overrun,126.18,True,True,False
hol_main_hard,"Set.insert x R O S = Finite_Set.fold (\<lambda>(w,z) A'. if snd x = w then Set.insert (fst x,z) A' else A') (R O S) S",False,deadline_overrun,133.65,True,True,False
hol_main_hard,X \<noteq> {} \<Longrightarrow> bdd_above X \<Longrightarrow> (y::'a::conditionally_complete_linorder) < Sup X \<longleftrightarrow> (\<exists>x\<in>X. y < x),True,success,68.29,False,True,False
hol_main_hard,"\<And>p. (\<And>a b. p = (a, b) \<Longrightarrow> z \<in> c a b) \<Longrightarrow> z \<in> (case p of (a, b) \<Rightarrow> c a b)",True,success,6.98,False,True,False
hol_main_hard,\<bottom> = (x::'a::bounded_semilattice_sup_bot) \<squnion> y \<longleftrightarrow> x = \<bottom> \<and> y = \<bottom>,False,sorry_leak,88.13,True,True,False
hol_main_hard,\<forall>x\<in>A. \<forall>y\<in>A. g (f x) = g (f y) \<longleftrightarrow> g x = g y \<Longrightarrow> inj_on f A \<Longrightarrow> inj_on g (f ` A) \<longleftrightarrow> inj_on g A,False,truncation,136.23,False,False,False
hol_main_hard,\<lbrakk> P (x::'a::order); \<And>y. P y \<Longrightarrow> x \<ge> y \<rbrakk> \<Longrightarrow> Greatest P = x,True,success,67.35,False,True,False
hol_main_hard,"\<lbrakk> i < size xs; j < size xs\<rbrakk> \<Longrightarrow> distinct(xs[i := xs!j, j := xs!i]) = distinct xs",True,success,9.26,False,True,False
hol_main_hard,\<lbrakk> inj_on f (set xs); x \<in> set xs \<rbrakk> \<Longrightarrow> count_list (map f xs) (f x) = count_list xs x,True,success,78.41,False,True,False
hol_main_hard,"\<lbrakk>(x @ u, x @ v) \<in> lexord r; (\<forall>a. (a,a) \<notin> r) \<rbrakk> \<Longrightarrow> (u,v) \<in> lexord r",True,success,38.16,False,True,False
hol_main_hard,\<lbrakk>R \<subseteq> B \<times> B\<rbrakk> \<Longrightarrow> relInvImage A R f = Gr A f O R O (Gr A f)\<inverse>,False,deadline_overrun,127.18,False,False,False
hol_main_hard,\<lbrakk>distinct xs; x \<in> set xs\<rbrakk> \<Longrightarrow> dropWhile (\<lambda>y. y \<noteq> x) (rev xs) = x # rev (takeWhile (\<lambda>y. y \<noteq> x) xs),True,success,73.76,False,True,False
hol_main_hard,\<lbrakk>l = k; \<And>x. x \<in> set l \<Longrightarrow> P x = Q x\<rbrakk> \<Longrightarrow> takeWhile P l = takeWhile Q k,True,success,38.51,False,True,False
hol_main_hard,\<lbrakk>x#ys \<in> L; y#zs \<in> L; x \<noteq> y \<rbrakk> \<Longrightarrow> Longest_common_prefix L = [],False,deadline_overrun,134.58,True,True,False
hol_main_hard,\<not> finite S \<longleftrightarrow> (\<exists>f::nat \<Rightarrow> 'a. inj f \<and> range f \<subseteq> S),True,success,82.42,False,True,False
hol_main_hard,a = (if Q then x else y) \<longleftrightarrow> (Q \<longrightarrow> a = x) \<and> (\<not> Q \<longrightarrow> a = y),True,success,9.19,False,True,False
hol_main_hard,a = b \<Longrightarrow> l = k \<Longrightarrow> (\<And>a x. x \<in> set l \<Longrightarrow> f a x = g a x) \<Longrightarrow> foldl f a l = foldl g b k,True,success,49.19,False,True,False
hol_main_hard,a = f b \<Longrightarrow> b < c \<Longrightarrow> (!!x y. x < y \<Longrightarrow> f x < f y) \<Longrightarrow> a < f c,True,success,7.06,False,True,False
hol_main_hard,a = f b \<Longrightarrow> b <= c \<Longrightarrow> (!!x y. x <= y \<Longrightarrow> f x <= f y) \<Longrightarrow> a <= f c,True,success,7.15,False,True,False
hol_main_hard,a dvd d \<and> b dvd d \<and> (\<forall>e. a dvd e \<and> b dvd e \<longrightarrow> d dvd e) \<longleftrightarrow> d = lcm a b,False,deadline_overrun,129.09,True,True,False
hol_main_hard,antisymp_on A R \<Longrightarrow> x \<in> A \<Longrightarrow> y \<in> A \<Longrightarrow> R x y \<Longrightarrow> R y x \<Longrightarrow> x = y,True,success,38.32,False,True,False
hol_main_hard,b \<in> range (\<lambda>x. f x) \<Longrightarrow> (\<And>x. b = f x \<Longrightarrow> P) \<Longrightarrow> P,True,success,7.23,False,True,False
hol_main_hard,card (\<Union>A) = nat (\<Sum>I | I \<subseteq> A \<and> I \<noteq> {}. (- 1) ^ (card I + 1) * int (card (\<Inter>I))),False,truncation,130.08,True,True,False
hol_main_hard,card {T. T \<subseteq> S \<and> U \<subseteq> T \<and> even(card T)} = card {T. T \<subseteq> S \<and> U \<subseteq> T \<and> odd(card T)},False,deadline_overrun,129.94,True,True,False
hol_main_hard,class.linorder (\<lambda>c d. of_char c \<le> (of_char d :: nat)) (\<lambda>c d. of_char c < (of_char d :: nat)),False,deadline_overrun,139.43,True,True,False
hol_main_hard,d dvd a \<and> d dvd b \<and> (\<forall>e. e dvd a \<and> e dvd b \<longrightarrow> e dvd d) \<longleftrightarrow> d = gcd a b,False,deadline_overrun,125.38,True,True,False
hol_main_hard,disjoint A \<Longrightarrow> a \<in> A \<Longrightarrow> b \<in> A \<Longrightarrow> a \<noteq> b \<Longrightarrow> a \<inter> b = {},False,deadline_overrun,137.94,True,True,False
hol_main_hard,distinct xs = (\<forall>i < size xs. \<forall>j < size xs. i \<noteq> j \<longrightarrow> xs!i \<noteq> xs!j),True,success,64.25,False,True,False
hol_main_hard,distinct_adj (xs @ ys) \<longleftrightarrow> distinct_adj xs \<and> distinct_adj ys \<and> (xs = [] \<or> ys = [] \<or> last xs \<noteq> hd ys),True,success,67.44,False,True,False
hol_main_hard,dom (\<lambda>x. if P x then f x else g x) = dom f \<inter> {x. P x} \<union> dom g \<inter> {x. \<not> P x},True,success,49.44,False,True,False
hol_main_hard,"equiv A r \<Longrightarrow> x \<in> A \<Longrightarrow> y \<in> A \<Longrightarrow> r``{x} = r``{y} \<longleftrightarrow> (x, y) \<in> r",True,success,53.72,False,True,False
hol_main_hard,eventually P (filtercomap f at_top) \<longleftrightarrow> (\<exists>N::'a::linorder. \<forall>x. f x \<ge> N \<longrightarrow> P x),True,success,66.94,False,True,False
hol_main_hard,finite (A//R) \<Longrightarrow> R \<subseteq> S \<Longrightarrow> equiv A R \<Longrightarrow> equiv A S \<Longrightarrow> finite (A//S),True,success,82.28,False,True,False
hol_main_hard,finite (UNIV :: 'a set) \<Longrightarrow> finite (UNIV :: 'b set) \<Longrightarrow> finite (UNIV :: ('a \<times> 'b) set),True,success,82.25,False,True,False
hol_main_hard,finite A \<Longrightarrow> (\<And>M. M \<in> A \<Longrightarrow> finite M) \<Longrightarrow> finite (\<Union>A),True,success,7.21,False,True,False
hol_main_hard,finite A \<Longrightarrow> \<forall>y\<in>A. eventually (\<lambda>x. P x y) net \<Longrightarrow> eventually (\<lambda>x. \<forall>y\<in>A. P x y) net,False,hallucinated_id,134.89,True,True,False
hol_main_hard,finite A \<Longrightarrow> finite B \<Longrightarrow> A \<inter> B = {} \<Longrightarrow> card (A \<union> B) = card A + card B,True,success,7.38,False,True,False
hol_main_hard,finite A \<Longrightarrow> r \<subseteq> A \<times> A \<Longrightarrow> X \<in> A//r \<Longrightarrow> finite X,True,success,82.03,False,True,False
hol_main_hard,finite X \<Longrightarrow> (x::'a::conditionally_complete_lattice) \<in> X \<Longrightarrow> Inf X \<le> x,False,deadline_overrun,125.46,True,True,False
hol_main_hard,i \<notin> I \<Longrightarrow> disjoint_family_on A (insert i I) \<longleftrightarrow> A i \<inter> (\<Union>i\<in>I. A i) = {} \<and> disjoint_family_on A I,False,sorry_leak,119.47,True,True,False
hol_main_hard,inj_on f A \<Longrightarrow> x \<in> A \<Longrightarrow> y \<in> A \<Longrightarrow> f x = f y \<longleftrightarrow> x = y,True,success,82.01,False,True,False
hol_main_hard,inj_on f C \<Longrightarrow> A \<subseteq> C \<Longrightarrow> B \<subseteq> C \<Longrightarrow> f ` A = f ` B \<longleftrightarrow> A = B,True,success,90.49,False,True,False
hol_main_hard,"irrefl_on A r \<longleftrightarrow> (\<forall>(a, b) \<in> r. a \<in> A \<longrightarrow> b \<in> A \<longrightarrow> a \<noteq> b)",False,deadline_overrun,126.31,True,True,False
hol_main_hard,left_unique Q \<Longrightarrow> (\<And>x y. R x y \<Longrightarrow> Q x y) \<Longrightarrow> left_unique R,True,success,36.63,False,True,False
hol_main_hard,length xs = length ys \<Longrightarrow> P [] [] \<Longrightarrow> (\<And>x xs y ys. length xs = length ys \<Longrightarrow> P xs ys \<Longrightarrow> P (x#xs) (y#ys)) \<Longrightarrow> P xs ys,False,deadline_overrun,145.76,True,True,False
hol_main_hard,length xs = length ys \<or> length us = length vs \<Longrightarrow> (xs@us = ys@vs) = (xs=ys \<and> us=vs),True,success,9.23,False,True,False
hol_main_hard,map_of xs k = Some z \<Longrightarrow> P k z \<Longrightarrow> map_of (filter (case_prod P) xs) k = Some z,True,success,37.17,False,True,False
hol_main_hard,minus_list_mset (x#xs) ys = (if x \<in> set ys then minus_list_mset xs (remove1 x ys) else x # (minus_list_mset xs ys)),True,success,37.64,False,True,False
hol_main_hard,monotone_on A P (\<ge>) f \<Longrightarrow> monotone_on A P (\<ge>) g \<Longrightarrow> monotone_on A P (\<ge>) (f \<sqinter> g),False,truncation,126.56,True,True,False
hol_main_hard,monotone_on A P (\<ge>) f \<Longrightarrow> monotone_on A P (\<ge>) g \<Longrightarrow> monotone_on A P (\<ge>) (f \<squnion> g),False,hallucinated_id,140.03,True,True,False
hol_main_hard,monotone_on A P (\<le>) f \<Longrightarrow> monotone_on A P (\<le>) g \<Longrightarrow> monotone_on A P (\<le>) (f \<squnion> g),False,deadline_overrun,133.23,True,True,False
hol_main_hard,n choose k = (if k > n then 0 else if 2 * k > n then n choose (n - k) else (fold_atLeastAtMost_nat (*) (n - k + 1) n 1 div fact k)),True,success,63.46,False,True,False
hol_main_hard,r \<subseteq> s \<Longrightarrow> (r\<^sup>+ \<inter> s) O r \<subseteq> s \<Longrightarrow> r\<^sup>+ \<subseteq> s,True,success,38.36,False,True,False
hol_main_hard,summable (\<lambda>n. f (Suc n) * z ^ n :: 'a::real_normed_div_algebra) = summable (\<lambda>n. f n * z ^ n),False,sorry_leak,109.52,True,True,False
hol_main_hard,symp_on A R \<Longrightarrow> x \<in> A \<Longrightarrow> y \<in> A \<Longrightarrow> R x y \<Longrightarrow> R y x,True,success,37.69,False,True,False
